,animal,session,phase,condition,FR modulation
340,BS_87,BS_87_8_AC.pickle,post late,control,1.3594040968342638
341,BS_87,BS_87_8_AC.pickle,post late,control,0.9124767225325885
342,BS_87,BS_87_8_AC.pickle,post late,control,9.925512104283085
343,BS_87,BS_87_8_AC.pickle,post late,control,0.6553672316384178
344,BS_87,BS_87_8_AC.pickle,post late,control,12.450980392156863
345,BS_87,BS_87_8_AC.pickle,post late,control,12.625698324022354
346,BS_87,BS_87_9_AC.pickle,post late,control,1.1602209944751387
347,BS_87,BS_87_9_AC.pickle,post late,control,0.5761316872427984
348,BS_87,BS_87_9_AC.pickle,post late,control,1.171875000000001
349,BS_87,BS_87_9_AC.pickle,post late,control,0.7956104252400539
350,BS_87,BS_87_9_AC.pickle,post late,control,1.1709601873536302
351,BS_87,BS_87_9_AC.pickle,post late,control,2.386831275720167
352,BS_87,BS_87_9_AC.pickle,post late,control,1.0090090090090085
353,BS_87,BS_87_9_AC.pickle,post late,control,0.75445816186557
354,BS_87,BS_87_9_AC.pickle,post late,control,0.35665294924554153
355,BS_87,BS_87_9_AC.pickle,post late,control,1.5749235474006134
356,BS_87,BS_87_9_AC.pickle,post late,control,0.9602194787379965
357,BS_87,BS_87_9_AC.pickle,post late,control,1.358024691358024
358,BS_87,BS_87_9_AC.pickle,post late,control,0.8230452674897127
359,BS_87,BS_87_9_AC.pickle,post late,control,0.5756731662024147
360,BS_87,BS_87_9_AC.pickle,post late,control,0.5844748858447487
361,BS_87,BS_87_9_AC.pickle,post late,control,0.6896551724137931
362,BS_87,BS_87_9_AC.pickle,post late,control,0.8714596949891068
363,BS_87,BS_87_9_AC.pickle,post late,control,1.430745814307458
364,BS_87,BS_87_9_AC.pickle,post late,control,13.212121212121213
365,BS_87,BS_87_9_AC.pickle,post late,control,0.7560137457044674
366,BS_87,BS_87_9_AC.pickle,post late,control,2.3038156947444226
367,BS_87,BS_87_9_AC.pickle,post late,control,0.5787037037037044
368,BS_87,BS_87_9_AC.pickle,post late,control,4.43425076452599
369,BS_87,BS_87_9_AC.pickle,post late,control,0.2810304449648713
370,BS_87,BS_87_9_AC.pickle,post late,control,0.4316546762589926
371,BS_87,BS_87_9_AC.pickle,post late,control,0.9523809523809526
372,BS_87,BS_87_9_AC.pickle,post late,control,1.221964423820572
373,BS_87,BS_87_9_AC.pickle,post late,control,1.0678210678210664
374,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,3.5858585858585856
375,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,3.333333333333332
376,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.2098765432098764
377,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.1822541966426843
378,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,21.16306954436453
379,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,12.182254196642672
380,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,4.203539823008846
381,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,4.567901234567902
382,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,11.606510969568285
383,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.8345323741007191
384,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,0.5363984674329503
385,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.1630695443645112
386,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,7.309941520467835
387,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.895622895622895
